probability_rank,fips,county_name,state,probability_score,probability_tier,drought_score,fire_frequency_score,max_consecutive_weeks,recent_intensity,episode_frequency,total_drought_weeks,fire_count,fires_per_100k,last_drought_end
690,46039,Deuel County,SD,0.2139035007235192,Low,0.3278639291310447,0.002470928170874736,69,53.03458800170182,6,144,2,24.181688318014327,2024-01-01
691,48313,Madison County,TX,0.2135514668915783,Low,0.32761877358171465,0.002342202832139395,36,52.183425498669614,9,173,3,22.923999945530703,2024-01-01
692,48289,Leon County,TX,0.2131650792792166,Low,0.32715470784570405,0.0033059186172184445,49,57.824043348381466,7,183,5,32.339816203469056,2024-01-01
693,46101,Moody County,SD,0.2113481101717223,Low,0.32512361598580924,0.006981138774098279,76,61.35575888309788,4,159,3,68.24791093475268,2024-01-01
694,48407,San Jacinto County,TX,0.211341157516559,Low,0.32325976632327147,0.017513743306718562,32,46.15446314938656,10,156,18,171.15487845790733,2024-01-01
695,48245,Jefferson County,TX,0.2105538918890297,Low,0.3256488138312596,0.00057996949761235,51,42.5893394405106,9,121,8,5.70640785206964,2024-01-01
696,46059,Hand County,SD,0.21037137580612517,Low,0.3253066800024562,0.0017318228976088781,92,58.72767819909137,3,156,1,16.960389719305795,2023-10-16
697,48499,Wood County,TX,0.20990367835448537,Low,0.32487610631490504,0.0021551119765556735,63,41.960407196482564,8,135,9,21.096061514935936,2024-01-01
698,27111,Otter Tail County,MN,0.209791844007646,Low,0.3240024422734237,0.006623983832122632,80,65.31535544907096,3,169,22,64.75839113926497,2024-01-01
699,40017,Canadian County,OK,0.20909540571746635,Low,0.32454367641548987,0.0005535828036727005,52,61.81107029556775,6,187,8,5.44860128125601,2024-01-01
700,46011,Brookings County,SD,0.20860139038163858,Low,0.32421305213662804,0.0002969624794461106,76,61.011921757454644,4,159,2,2.941337357201951,2024-01-01
701,38089,Stark County,ND,0.20831080520515677,Low,0.324014378588185,0.00016979901623713126,110,54.362458018389646,2,155,1,1.6989090159450526,2023-06-26
702,41067,Washington County,OR,0.20798456924445968,Low,0.3236587015162573,0.0007786536979991431,48,57.09393391198358,7,202,70,7.647617027183438,2024-01-01
703,53023,Garfield County,WA,0.2077062535451621,Low,0.29894576790062655,0.13962868022448174,61,46.8349421768751,6,149,24,1364.2574779686922,2024-01-01
704,27133,Rock County,MN,0.2069398392137638,Low,0.3229046929136903,0.0005465925003444262,70,57.314939830436316,5,151,1,5.3803037471226585,2024-01-01
705,40109,Oklahoma County,OK,0.20692598799952308,Low,0.3229684439491298,0.00012558100512460947,56,52.113173636409876,7,139,9,1.2668846843182442,2024-01-01
706,15007,Kauai County,HI,0.20601932719599178,Low,0.32219692313989173,0.0005881454993628538,40,54.519047725775366,8,190,4,5.786290044931109,2023-12-25
707,27049,Goodhue County,MN,0.20489485016256226,Low,0.3213345534645323,0.0006262899007958112,82,56.384890093200276,4,154,4,6.158973237136275,2024-01-01
708,30111,Yellowstone County,MT,0.20480713600349607,Low,0.3200513002117128,0.007520347886267361,93,49.41016699978292,4,142,126,73.51615910853734,2024-01-01
709,19059,Dickinson County,IA,0.2038759127698386,Low,0.31963459179985143,0.005866243817566281,67,57.850162439313024,5,156,4,57.355025065142925,2024-01-01
710,40089,McCurtain County,OK,0.20384868207654194,Low,0.3167466873559114,0.022114806050836384,32,43.69506576254947,10,132,22,216.1087560021103,2024-01-01
711,19029,Cass County,IA,0.20307690144537577,Low,0.31999371919895825,0.0003855405324990606,79,64.3916395434124,3,168,1,3.8067737077791914,2024-01-01
712,27073,Lac qui Parle County,MN,0.20175169356918074,Low,0.3141490120377524,0.027793399544082602,76,57.21164940635324,4,153,6,271.5904589728102,2024-01-01
713,20117,Marshall County,KS,0.20168898366392474,Low,0.3182383120724312,0.0043485897995740085,73,60.52584829419966,4,157,1,42.52705233938233,2024-01-01
714,8031,Denver County,CO,0.2014642138082376,Low,0.31883115731509504,1.9634808157669626e-05,88,51.89950052612383,4,161,2,0.23175592611675355,2023-05-15
715,22097,Saint Landry Parish,LA,0.19978294367644706,Low,0.3175052503010162,0.0002836773854832339,34,36.05845950651971,11,106,1,2.8115376738714217,2024-01-01
716,40117,Pawnee County,OK,0.19817816320656065,Low,0.3127483889194766,0.020321053028857707,77,56.092747380063514,4,137,9,198.58320632390567,2024-01-01
717,41051,Multnomah County,OR,0.19726130344207005,Low,0.315587506825109,0.0002778578177651565,47,54.6361920674042,7,196,43,2.7546786069323534,2024-01-01
718,53011,Clark County,WA,0.19705775850994967,Low,0.3151901179552662,0.0016521652970951232,46,55.07614854317296,7,196,139,16.182109087610787,2024-01-01
719,48471,Walker County,TX,0.19616578295931142,Low,0.3130599184348728,0.009877797015919815,33,48.45591272408948,9,165,42,96.5492028605637,2024-01-01
720,53053,Pierce County,WA,0.1954867782353506,Low,0.31409924252407917,0.0010598573216929394,67,49.01694633497675,6,144,166,10.395067772270115,2024-01-01
721,19071,Fremont County,IA,0.19548234609178528,Low,0.31414381696178745,0.0007881380965166596,79,55.43964540258028,4,142,1,7.740282681456885,2024-01-01
722,48489,Willacy County,TX,0.1953156441941749,Low,0.31385360512667076,0.0017139393721346094,31,43.1926259066893,10,150,1,16.78566186642948,2023-12-04
723,38047,Logan County,ND,0.1950157014936769,Low,0.3091937939527764,0.02682804973392956,93,45.31027466704509,4,137,3,262.15867775912886,2023-08-14
724,27001,Aitkin County,MN,0.19474167453560914,Low,0.3074124935488629,0.035741162231781656,45,45.986243215768894,8,147,54,349.24268205322204,2024-01-01
725,41057,Tillamook County,OR,0.19462112820973276,Low,0.312520978920306,0.006271144875392381,37,52.63536617676989,8,185,14,61.31103992155903,2023-12-11
726,53041,Lewis County,WA,0.193899741269116,Low,0.3097880647116017,0.018648021967974594,45,53.62629859333919,7,182,227,182.23714941895736,2024-01-01
727,27119,Polk County,MN,0.19318594429348332,Low,0.3107237149066428,0.01026757929143238,79,60.89120227760564,3,153,12,100.35750230283794,2024-01-01
728,53033,King County,WA,0.19306669033854043,Low,0.31241183335324896,0.00018662908902679609,67,48.379765406254364,6,141,96,1.8633442939064004,2024-01-01
729,8047,Gilpin County,CO,0.1922402599839691,Low,0.30851238706894857,0.018721368603072736,67,46.90729930385006,6,159,25,182.95376986859077,2024-01-01
730,38029,Emmons County,ND,0.1920263156899615,Low,0.30973092706092614,0.010893233218453128,108,50.14892603684633,2,147,1,106.47034439704697,2023-05-15
731,53067,Thurston County,WA,0.19187325855130793,Low,0.3110224904397389,0.002913826239868165,67,47.8551369858051,6,137,148,28.508946315864552,2024-01-01
732,40013,Bryan County,OK,0.1917799824321464,Low,0.31145133318354457,8.13143425914912e-05,44,54.84437787507303,7,163,1,0.834385012509074,2024-01-01
733,40119,Payne County,OK,0.1913254536804599,Low,0.3107375954184338,0.0021661031156344074,76,55.92346770903144,4,139,8,21.203448513917504,2023-12-25
734,8059,Jefferson County,CO,0.18970468397738596,Low,0.309667832142577,0.0012394487101022396,69,52.906595863265366,5,186,108,12.149733972566196,2023-05-22
735,40023,Choctaw County,OK,0.18961679811264834,Low,0.3084272808389595,0.007890770888566816,44,53.70246842315284,7,160,4,77.13531216316895,2024-01-01
736,46017,Buffalo County,SD,0.18927026891220883,Low,0.29718505053141153,0.07010708890441411,89,56.621757731461116,2,149,23,685.0089485119038,2023-09-25
737,48241,Jasper County,TX,0.1890664383022287,Low,0.3078216673888334,0.008949567450539762,49,43.78069455484596,8,136,30,87.48009849584933,2024-01-01
738,27081,Lincoln County,MN,0.1885923855584551,Low,0.3050628243893206,0.022539940482198897,63,54.707787976191554,5,155,3,220.2624574902562,2024-01-01
739,27021,Cass County,MN,0.1884129635418975,Low,0.3064057304858872,0.014155879477022066,68,59.0078292131527,4,160,64,138.3474581280577,2024-01-01
740,38059,Morton County,ND,0.18823206760085434,Low,0.3086157548021269,0.0008514339861527789,108,49.727826929510336,2,146,1,8.358704083206112,2023-05-15
741,20111,Lyon County,KS,0.1878846753583876,Low,0.30757593071684186,0.0052461745703559996,76,47.98657631811727,5,120,4,51.29674710671843,2024-01-01
742,8013,Boulder County,CO,0.1877116381577009,Low,0.30802099092069374,0.0019778110061457414,69,45.541715486832295,6,152,117,19.363773442475708,2024-01-01
743,38093,Stutsman County,ND,0.18725618181863815,Low,0.30784538452674126,0.0010089661147393673,89,47.161159495767,4,142,4,9.897844149664158,2023-09-25
744,27041,Douglas County,MN,0.18690753225484275,Low,0.3077350460089393,0.00013081547893089635,76,61.53269623071199,3,166,1,1.3180271936867565,2024-01-01
745,46045,Edmunds County,SD,0.18442931733467946,Low,0.302282717648224,0.020343031248692963,98,46.493537672075846,3,136,4,198.79794067074255,2023-07-10
746,46057,Hamlin County,SD,0.18442162825413647,Low,0.30332593634188265,0.014397870209429085,68,51.1018528835173,5,137,3,140.71178618799658,2024-01-01
747,46069,Hyde County,SD,0.18334900332879467,Low,0.30343239175425596,0.009169201838013355,93,56.62075375321651,2,151,2,89.6259978039182,2023-09-25
748,27167,Wilkin County,MN,0.18332091118160707,Low,0.30390657959551687,0.0063608021844438175,75,60.677046866753706,3,156,1,62.187020953809395,2023-12-25
749,48419,Shelby County,TX,0.18323486328108315,Low,0.3030086710534988,0.011078265977565668,31,39.09748094473737,10,120,16,108.27817455659982,2024-01-01
750,27013,Blue Earth County,MN,0.18258331302284384,Low,0.30433747051428955,0.0007382353375619007,74,54.68675099314577,4,145,3,7.252716516870657,2024-01-01
751,40021,Cherokee County,OK,0.1810641744796694,Low,0.30173300406069514,0.008947121399832444,33,30.692731108906095,11,89,15,87.45619978590362,2024-01-01
752,40107,Okfuskee County,OK,0.1804140650848231,Low,0.29732160777050143,0.03114345459814915,40,38.38288591626187,9,112,34,304.3215850282799,2024-01-01
753,53069,Wahkiakum County,WA,0.17953338835800906,Low,0.29112968487830093,0.062435921850079915,35,45.73784872623078,8,160,20,610.0591546142806,2024-01-01
754,48061,Cameron County,TX,0.17922393122606942,Low,0.3018398346021903,0.00040620067212270114,32,38.06610365535011,10,137,11,4.008629982804918,2023-12-04
755,53057,Skagit County,WA,0.1788345049528201,Low,0.3004175754743601,0.006786972074681697,67,50.59364367597979,5,153,135,66.35083921150918,2024-01-01
756,40133,Seminole County,OK,0.17859973609482313,Low,0.2911257343184963,0.05843221139920661,39,43.37630056425198,8,121,131,570.9416030092518,2024-01-01
757,53045,Mason County,WA,0.17822483344207798,Low,0.29841533634022166,0.015504794482128534,63,45.45461823600549,6,136,185,151.5267958874954,2023-12-04
758,53073,Whatcom County,WA,0.17806209274114707,Low,0.3004175754743601,0.0034561734042502386,67,50.59364367597979,5,153,137,33.807854279083834,2024-01-01
759,16065,Madison County,ID,0.1777614789007086,Low,0.3006048756176993,0.0010984203767820085,108,46.70284666576962,2,116,6,10.771841346684116,2023-05-22
760,27083,Lyon County,MN,0.17771425972502686,Low,0.2998997587128876,0.004890755835726609,63,52.758167789437636,5,150,4,47.82419062096491,2024-01-01
761,27057,Hubbard County,MN,0.17755577746920398,Low,0.2994665551020598,0.006662347761983509,68,56.387533974707765,4,148,21,65.13321919551895,2024-01-01
762,46049,Faulk County,SD,0.1774513299320876,Low,0.30011628084651065,0.0025299007242271213,93,48.625542081261074,3,140,1,24.757869319949435,2023-07-10
763,53015,Cowlitz County,WA,0.17686478300493802,Low,0.29768373332636067,0.013786033241357944,42,50.82563613877866,7,182,154,134.73394027080076,2024-01-01
764,29019,Boone County,MO,0.17651978076614872,Low,0.2996542282529284,0.0011313602903798485,79,49.9682459637744,4,116,34,11.09367500219925,2024-01-01
765,27113,Pennington County,MN,0.17545910088667907,Low,0.29893919010946673,0.0006096713754410181,76,58.21130167637469,3,148,1,5.996604846329241,2024-01-01
766,41007,Clatsop County,OR,0.17523879517063007,Low,0.2971353876239562,0.009881961907524293,35,48.00565627359909,8,171,28,96.5898952043949,2024-01-01
767,27159,Wadena County,MN,0.17437772367618357,Low,0.2962015883766503,0.011460761729107354,68,55.154653078771545,4,145,18,112.01528229284297,2024-01-01
768,38077,Richland County,ND,0.17430694774274108,Low,0.29794101826311836,0.00129807256989355,83,53.70428428933499,3,151,4,12.722508125145675,2023-12-25
769,41009,Columbia County,OR,0.17427070295202335,Low,0.29768373332636067,0.0025998320644944326,42,50.82563613877866,7,182,19,25.44112122971696,2024-01-01
770,48351,Newton County,TX,0.17381523510472793,Low,0.2944649290468766,0.0188769844836719,47,39.91709783398369,8,117,25,184.47418756976896,2024-01-01
771,27149,Stevens County,MN,0.17338075681821496,Low,0.29522910931262847,0.012672754712812399,82,60.01327536957783,2,157,5,123.85684742767273,2023-12-25
772,40097,Mayes County,OK,0.17191052408496607,Low,0.2961677132623447,0.0010136679224389768,43,42.92014091324323,8,115,4,9.943782338147862,2024-01-01
773,48071,Chambers County,TX,0.17165941743342128,Low,0.29555626749096264,0.003395957247454741,51,44.71215895416242,7,130,12,33.21952286755766,2024-01-01
774,27095,Mille Lacs County,MN,0.17112349112557407,Low,0.2950278423394629,0.004079561719908684,45,48.05270544129937,7,142,14,39.89856061435894,2024-01-01
775,48181,Grayson County,TX,0.16920204482017862,Low,0.2941275596462389,0.0008958685272079221,36,53.0228774615517,7,153,3,8.792843982706387,2024-01-01
776,53035,Kitsap County,WA,0.16916273187578262,Low,0.2941038733371914,0.0008605753259254938,63,43.82657090290283,6,128,45,8.44801794210924,2023-12-04
777,27065,Kanabec County,MN,0.1689723165135772,Low,0.2913765325398162,0.015495524966629686,45,46.67393791448346,7,138,23,151.43622971011345,2024-01-01
778,40005,Atoka County,OK,0.16885377338224297,Low,0.288461194387016,0.03150579841410537,35,51.473220909705034,7,152,12,307.86180180802705,2024-01-01
779,40123,Pontotoc County,OK,0.1688309648643177,Low,0.2913608670231928,0.014974765626292328,39,50.20810706647836,7,138,47,146.34824180004767,2024-01-01
780,53061,Snohomish County,WA,0.16807328792312165,Low,0.2931817509619119,0.0013884128536664415,67,47.8613310498456,5,138,219,13.605162042271024,2024-01-01
781,38015,Burleigh County,ND,0.1680600739748008,Low,0.2933436579500066,0.00041389170833083675,105,45.73098765130025,2,138,6,4.083773904789153,2023-04-10
782,27121,Pope County,MN,0.1672927728526379,Low,0.2919463836849582,0.005023598626333344,75,56.16076897178285,3,151,2,49.122107835677966,2023-12-25
783,40063,Hughes County,OK,0.1668574093776393,Low,0.2881526915985053,0.02464538058480005,38,42.84366690558561,8,122,27,240.83329118948964,2024-01-01
784,46025,Clark County,SD,0.16681973641017855,Low,0.2849766052972646,0.04248206334705758,66,52.09602638029313,4,143,6,415.1034755538323,2024-01-01
785,27005,Becker County,MN,0.16653060004230696,Low,0.288504707280166,0.021241211061160746,71,57.221217301376285,3,145,72,207.57344918863248,2024-01-01
786,46109,Roberts County,SD,0.16529365923560999,Low,0.2900284095428442,0.007272327389533702,80,59.229472407069764,2,155,3,71.0929182925169,2023-12-25
787,40101,Muskogee County,OK,0.16528313255535623,Low,0.29108652302232785,0.001230520094706101,34,32.82552797612421,10,95,2,12.062498499920133,2023-12-25
788,27151,Swift County,MN,0.1647074159051083,Low,0.28954197652137537,0.007500981844048254,75,55.25284313138654,3,148,3,73.3269465855074,2023-12-25
789,29203,Shannon County,MO,0.1637477702279715,Low,0.28039151726571465,0.05521918219750765,35,41.683019743170256,8,115,15,539.5492640406562,2024-01-01
790,27087,Mahnomen County,MN,0.16294528217045556,Low,0.2839254502210106,0.031731608351236194,71,55.49204851632363,3,139,13,310.0680382422119,2024-01-01
791,27023,Chippewa County,MN,0.16250422063397063,Low,0.28795119692941873,0.0070154311711356915,75,54.65215040355405,3,145,3,68.5829587927911,2023-12-25
792,40127,Pushmataha County,OK,0.16236984313132233,Low,0.28017435057874707,0.05050798116323524,33,49.524062111395,7,146,16,493.51929962611723,2024-01-01
793,48403,Sabine County,TX,0.16187572467649894,Low,0.27702987762935816,0.06619722267583524,32,35.44065830868921,9,102,33,646.808285441518,2024-01-01
794,40145,Wagoner County,OK,0.16129071200240278,Low,0.2880913468256271,0.0009882942363412402,35,37.84752659074814,9,111,3,9.695873182998664,2024-01-01
795,27029,Clearwater County,MN,0.16073812537248058,Low,0.2848508630011872,0.016969510420866127,71,55.84149273229549,3,141,18,165.83754638339562,2024-01-01
796,20107,Linn County,KS,0.16035214615925414,Low,0.2840841506988634,0.019650109714906893,76,45.85888648377287,4,107,7,192.02787220832417,2024-01-01
797,27011,Big Stone County,MN,0.16023809448944137,Low,0.2848675397381254,0.014718767070717448,78,58.46070959876385,2,153,6,143.84705275768601,2023-12-25
798,8019,Clear Creek County,CO,0.15801501818846733,Low,0.28424177812697116,0.00867865091482388,64,39.512540665207744,6,144,18,84.83315594179673,2024-01-01
799,48401,Rusk County,TX,0.15759549457192387,Low,0.28381515470583785,0.009287288898624273,33,44.15584433017364,8,140,48,90.77974674356147,2024-01-01
800,53049,Pacific County,WA,0.15742846570329563,Low,0.28269666015749517,0.014905624896532056,31,44.91351889380336,8,156,40,145.67271441174296,2024-01-01
801,46089,McPherson County,SD,0.15578105614922594,Low,0.2793981438732164,0.02649461640902688,98,44.59513439401574,2,132,3,258.90092586778724,2023-04-17
802,27009,Benton County,MN,0.15548554466820233,Low,0.2834826222802702,0.0020732434374707434,47,49.256116246021634,6,147,8,20.296179295235326,2024-01-01
803,27125,Red Lake County,MN,0.15354586230266717,Low,0.2821292688586175,0.0013785008637185602,70,55.40380832533219,3,140,1,13.508318680831088,2024-01-01
804,20085,Jackson County,KS,0.15281698256901488,Low,0.2791004257199386,0.015400120531555676,28,38.582572345595224,9,109,5,150.50409738981986,2024-01-01
805,40079,Le Flore County,OK,0.15224518710430401,Low,0.2784290334276516,0.01673925617311406,32,35.968992162976186,9,110,37,163.58788759082384,2023-10-30
806,29093,Iron County,MO,0.15099270933710723,Low,0.2770047546477964,0.019409819402019926,35,33.66112934794958,9,87,8,189.68015779943272,2024-01-01
807,38003,Barnes County,ND,0.15096994367997799,Low,0.28032630281642545,0.00048816889883079964,78,50.0028792893919,3,140,1,4.809486182964784,2024-01-01
808,27075,Lake County,MN,0.15082159392368621,Low,0.27818304180977205,0.011994486889620199,51,44.894890446279554,6,144,17,117.22995047762878,2024-01-01
809,27137,Saint Louis County,MN,0.14974568493745521,Low,0.2786375855758137,0.004779012310297234,49,52.98957674253296,5,167,100,46.732420080575814,2024-01-01
810,29223,Wayne County,MO,0.14964774918218396,Low,0.2781789111571562,0.006956038184860411,34,34.69451553926091,9,93,3,68.00267002463274,2024-01-01
811,27003,Anoka County,MN,0.1496170426519743,Low,0.27925874328584344,0.0007041299395799306,48,53.814145597402955,5,156,38,6.919495700345637,2024-01-01
812,27115,Pine County,MN,0.14953567309033472,Low,0.2765941908930465,0.015453480333315438,46,47.24499649730452,6,136,51,151.02543998554037,2024-01-01
813,27053,Hennepin County,MN,0.14945571553507306,Low,0.27925874328584344,8.454575624645213e-06,48,53.814145597402955,5,156,3,0.12252142266473465,2024-01-01
814,38091,Steele County,ND,0.14941927635488636,Low,0.2786823494980322,0.003117791322394345,75,51.15214997887266,3,139,1,30.50175142483578,2024-01-01
815,46029,Codington County,SD,0.14919670654978331,Low,0.2774820294193727,0.008960335352579948,60,46.06307322494355,5,129,14,87.58530439645159,2024-01-01
816,29065,Dent County,MO,0.14847316963808374,Low,0.2738037424406764,0.026685444779934092,35,32.45239825519338,9,83,16,260.765381037126,2024-01-01
817,5139,Union County,AR,0.14801736253354317,Low,0.2780755514352231,0.0005112269626195077,43,36.08837735827251,8,112,1,5.034770955985793,2024-01-01
818,20031,Coffey County,KS,0.14795861328109966,Low,0.2721262893744417,0.03397283434656845,76,48.08650842087824,3,117,9,331.96554421990277,2024-01-01
819,48457,Tyler County,TX,0.14753272617947538,Low,0.27537387344299374,0.013732002623095164,49,45.01415132079355,6,140,19,134.20604357994867,2024-01-01
820,38081,Sargent County,ND,0.1471849272587432,Low,0.27728185720222503,0.0014195256183841798,76,50.03329735232752,3,140,1,13.909143859726326,2023-12-25
821,40041,Delaware County,OK,0.14718012540456607,Low,0.27365448961987454,0.021955402591804212,36,38.5490432158697,8,111,41,214.55133242934644,2024-01-01
822,48449,Titus County,TX,0.14575741491204064,Low,0.2762019000576372,0.001384005741525884,34,33.947978309131834,9,116,5,13.562103125123357,2023-11-13
823,40077,Latimer County,OK,0.14391347197536378,Low,0.26503968904529396,0.056689695173677696,33,43.80907735340645,7,130,12,553.9166534752866,2024-01-01
824,27019,Carver County,MN,0.14375675217822972,Low,0.2748706119891948,0.0003012572784868852,48,52.15714762483731,5,147,2,2.9832989388827853,2024-01-01
825,40115,Ottawa County,OK,0.14166084649202432,Low,0.27095341184861466,0.013462373308636042,65,47.39075609885366,4,121,59,131.57167759569458,2023-12-25
826,53027,Grays Harbor County,WA,0.14124148173415993,Low,0.27168829127844707,0.007489366340916541,31,40.756659474448945,8,132,102,73.21345934691999,2024-01-01
827,29179,Reynolds County,MO,0.14085721063281614,Low,0.2670487342878455,0.032125053390267284,35,36.644664496234434,8,96,5,313.9121240738145,2024-01-01
828,27141,Sherburne County,MN,0.14076957451818636,Low,0.27202709817902265,0.003534360447035829,45,52.853453448757676,5,155,30,34.57176708410269,2024-01-01
829,29153,Ozark County,MO,0.14060994542255953,Low,0.2679900665713285,0.025724189790286588,33,31.437129986489058,9,88,9,251.3736075498785,2024-01-01
830,27035,Crow Wing County,MN,0.139425393881245,Low,0.270712621046134,0.005187227480911474,49,49.99703862764949,5,147,52,50.72081489543439,2024-01-01
831,46051,Grant County,SD,0.13930765477180881,Low,0.26954024184310643,0.01132347962039514,76,53.85301180992813,2,143,4,110.67399149824372,2024-01-01
832,38017,Cass County,ND,0.13865713412923794,Low,0.27102943841037197,7.890560251384523e-05,73,49.44236989596111,3,135,3,0.8108508395346361,2024-01-01
833,27107,Norman County,MN,0.13825478398952015,Low,0.26820196216007536,0.01436742500375564,72,55.707721721011,2,137,2,140.414326639243,2024-01-01
834,46091,Marshall County,SD,0.13774057942114132,Low,0.2658467203915339,0.025497414590344297,76,45.71528651117573,3,134,4,249.1579401844854,2023-11-06
835,27033,Cottonwood County,MN,0.1371225781326826,Low,0.2690289222488848,0.0047986736353845165,54,46.41118827578332,5,128,3,46.924517613142704,2024-01-01
836,27097,Morrison County,MN,0.13700329571231637,Low,0.26716245212815437,0.014861739704427921,45,44.273500934029116,6,128,38,145.24394182993558,2024-01-01
837,27145,Stearns County,MN,0.13671618540408076,Low,0.2695254227079425,0.0002325174791072519,48,56.881774192852774,4,164,7,2.311688770628582,2024-01-01
838,29091,Howell County,MO,0.13663556373128047,Low,0.2690979601892042,0.0023073248566251063,34,38.00848478588369,8,103,5,22.58323079556345,2024-01-01
839,53009,Clallam County,WA,0.13628607233171897,Low,0.2678710461044344,0.007753267507830429,32,38.725219154268245,8,127,99,75.79185946901913,2024-01-01
840,48361,Orange County,TX,0.13608914729265992,Low,0.26889647599142275,0.0010928930958348474,37,36.16236023855838,8,104,9,10.717838016438566,2024-01-01
841,5123,Saint Francis County,AR,0.1357522075317921,Low,0.268468665033225,0.002064379342058877,32,38.95088545420988,8,110,1,20.209574203793228,2024-01-01
842,27017,Carlton County,MN,0.1352637143961354,Low,0.2678198086203232,0.003635018942301701,47,50.08471475073639,5,155,17,35.55523327911397,2024-01-01
843,27139,Scott County,MN,0.13435355938747462,Low,0.26772493783192497,0.0002478856763035423,48,49.458876586262384,5,136,1,2.4618410491908387,2024-01-01
844,29055,Crawford County,MO,0.13320409994058466,Low,0.2662192605595384,0.003823976667805699,35,36.33144773192498,8,95,4,37.401411635233416,2024-01-01
845,40111,Okmulgee County,OK,0.1331467397326698,Low,0.2649850941920456,0.010570747745515452,36,35.275401276702155,8,105,16,103.31955657552506,2023-12-25
846,29035,Carter County,MO,0.13293494918808518,Low,0.25792253469463833,0.04968155595447599,35,39.94154745367384,7,106,9,485.44485689405474,2024-01-01
847,40095,Marshall County,OK,0.13228573746002323,Low,0.2652478010670476,0.0053691497319231325,36,48.86063830572839,6,138,11,52.4982543804749,2024-01-01
848,27161,Waseca County,MN,0.13200281670542088,Low,0.26593008926856376,0.00028255579407883495,53,45.83105507978666,5,128,1,2.800579361530987,2024-01-01
849,46037,Day County,SD,0.1315280229521678,Low,0.2637141255725394,0.010793192809145853,73,46.68004176092336,3,135,3,105.49291710262014,2023-11-06
850,19045,Clinton County,IA,0.1314207469446334,Low,0.26551667238316423,0.00011541922076551501,53,38.931926862234405,6,112,1,1.1676007503416133,2024-01-01
851,5083,Logan County,AR,0.13093346100394043,Low,0.2623374892943776,0.016030829073863818,26,26.68974622229932,10,75,8,156.66632471724552,2024-01-01
852,48365,Panola County,TX,0.13026545311580373,Low,0.26332327313736104,0.00756372685123497,30,38.187967243947696,8,121,15,73.93998568678629,2024-01-01
853,27079,Le Sueur County,MN,0.12977711185188479,Low,0.26425472510541964,0.00017928678159260172,53,51.941440725936395,4,139,1,1.791607565318938,2024-01-01
854,27085,McLeod County,MN,0.12956894015450054,Low,0.2641033213187925,0.00013962547605472764,47,55.424353882385425,4,161,1,1.4041037272823502,2024-01-01
855,27171,Wright County,MN,0.12914975806792078,Low,0.2637343830783776,0.0004228296524715521,47,55.28503947380418,4,161,5,4.171100522299926,2024-01-01
856,40069,Johnston County,OK,0.1280366186795698,Low,0.2597984862434566,0.01792778965639482,39,51.77590383319959,5,145,14,175.2002457863069,2024-01-01
857,48183,Gregg County,TX,0.12756985774267784,Low,0.26250978945960346,0.0005498483163736222,32,36.7007602695321,8,116,7,5.412114127294076,2024-01-01
858,5043,Drew County,AR,0.12751847177837045,Low,0.26109067235173644,0.008370512254873974,38,32.62480425221054,8,98,5,81.82254114335004,2024-01-01
859,29071,Franklin County,MO,0.12675488232423324,Low,0.26196524667033233,0.000121476175682959,35,34.72509370257676,8,91,2,1.2267791673274788,2024-01-01
860,20103,Leavenworth County,KS,0.12658533160656818,Low,0.261686194189485,0.0009717518020957037,34,35.20973506660217,8,94,2,9.534248227045262,2024-01-01
861,40001,Adair County,OK,0.12622846567197324,Low,0.25193293453532895,0.054705379385699734,32,25.963826141848013,9,73,82,534.5292436739684,2023-12-25
862,27059,Isanti County,MN,0.12567776342691186,Low,0.26001467125774724,0.00653078784863386,45,48.317452652849774,5,136,39,63.84783610831655,2024-01-01
863,53055,San Juan County,WA,0.1252799193697975,Low,0.25869561345879377,0.012290409830935354,43,42.25637445204269,6,132,34,120.12121373705916,2024-01-01
864,5029,Conway County,AR,0.12507525111086018,Low,0.25765510901541955,0.01730446092554494,27,31.07464135149651,9,90,11,169.11012161396604,2024-01-01
865,40061,Haskell County,OK,0.12407761046029163,Low,0.2549209541273872,0.02849710682267784,33,33.2451334738316,8,100,9,278.46590766547956,2023-10-30
866,53031,Jefferson County,WA,0.12367220287630656,Low,0.25689489641680896,0.015562417246265496,32,41.32354426360043,7,132,61,152.08978901035232,2024-01-01
867,40121,Pittsburg County,OK,0.12340375177725536,Low,0.2555235999979045,0.022176048456465217,36,45.18869223868681,6,130,27,216.7071141980881,2024-01-01
868,19105,Jones County,IA,0.12243241758924567,Low,0.25865518590299486,0.0002405087910960802,59,39.54390133367322,5,113,1,2.389766484526871,2024-01-01
869,46013,Brown County,SD,0.12216008378518928,Low,0.25818382092411857,0.0017374132074540769,69,40.208786948343544,4,123,6,17.01500886235845,2023-08-14
870,5045,Faulkner County,AR,0.12196479189351979,Low,0.258055838202344,0.0016205631892746086,30,29.455918012123135,9,81,6,15.87334622909113,2024-01-01
871,48459,Upshur County,TX,0.12187636201766792,Low,0.257331591637687,0.005343599040624324,34,33.565397850628386,8,112,25,52.24861582701575,2024-01-01
872,20197,Wabaunsee County,KS,0.12134869548263977,Low,0.2565517843234587,0.00748742424922338,35,39.42393974497265,7,106,1,73.19448448024042,2024-01-01
