final_rank,fips,county_name,state,final_risk_score,final_risk_tier,risk_quadrant,probability_score,probability_tier,impact_score,impact_tier,infrastructure_vulnerability_score,infrastructure_tier,predicted_risk_score,predicted_risk_tier,risk_direction,risk_change,trajectory,predicted_gdp_impact_pct,prediction_ci_low,prediction_ci_high,confidence_flag,top_shap_driver,shap_breakdown,industry_source,top_industries,total_gdp_m,wui_housing_fraction,wui_data_available,predicted_gdp_loss_m,estimated_loss_m,total_loss_low_m,total_loss_high_m,estimated_wage_loss_m,is_rural,population_density,rural_industry_source,rural_gdp_data_quality,rural_training_coverage,rural_prediction_confidence
156,49045,Tooele County,UT,0.517977423310156,High,High Probability / Low Impact,0.5575061006165892,High,0.4184889227300634,Moderate,0.6988167384607237,Vulnerable,0.517507904760854,High,→ Stable,-0.0004695185493019949,Resilient,-9.009432792663574,-9.839432792663574,-8.179432792663574,Medium,drought_weeks_before ↑ (+1.416),drought_weeks_before: +1.416  |  gdp_per_capita: -1.167  |  wage_base_m: +0.410  |  private_well_proxy_pct: +0.330  |  fire_frequency: +0.253  |  unemployment_rate: +0.139  |  industry_sensitivity: -0.113  |  water_vulnerability_score: -0.019,FOIA,"Farm Supplies Merchant Wholesalers | General Freight Trucking, Long Distance, Truckload | New Single-Family Housing Construction (except Operative Builders)",7143.8875,0.9696982871054692,True,624.1208412205959,1560.30210305149,1373.0658506853113,1747.5383554176685,330.7840458469159,True,10.935546506028887,FOIA,surveyed,3,medium
157,16015,Boise County,ID,0.5177427229344617,High,High Probability / Low Impact,0.47994073059769643,Moderate,0.47523337009127187,Moderate,0.778649545124918,Critical,0.5178279691527774,High,→ Stable,8.524621831573764e-05,Resilient,-6.804793834686279,-7.634793834686279,-5.974793834686279,Medium,drought_weeks_before ↑ (+1.246),drought_weeks_before: +1.246  |  private_well_proxy_pct: +0.989  |  gdp_per_capita: +0.519  |  unemployment_rate: +0.300  |  wage_base_m: +0.273  |  industry_sensitivity: +0.105  |  water_vulnerability_score: +0.043  |  fire_frequency: -0.021,FOIA,Supermarkets and Other Grocery (except Convenience) Stores | Lessors of Miniwarehouses and Self-Storage Units | Full-Service Restaurants,560.3275,0.8502663972074224,True,32.4199189920102,81.04979748002552,71.32382178242246,90.77577317762857,17.18255706576541,True,4.253099145273948,FOIA,surveyed,4,medium
158,8111,San Juan County,CO,0.5169994254189803,High,High Probability / Low Impact,0.49276450465044747,Moderate,0.4713045375840634,Moderate,0.7084252756895907,Vulnerable,0.5171239381806907,High,→ Stable,0.000124512761710438,At Risk,-7.989756107330322,-8.819756107330322,-7.159756107330322,Medium,drought_weeks_before ↑ (+1.841),drought_weeks_before: +1.841  |  unemployment_rate: -0.948  |  gdp_per_capita: +0.545  |  wage_base_m: +0.407  |  private_well_proxy_pct: +0.279  |  fire_frequency: +0.266  |  industry_sensitivity: -0.166  |  water_vulnerability_score: +0.046,FOIA,"Drinking Places (Alcoholic Beverages) | Offices of Physical, Occupational and Speech Therapists, and Audiologi",75.28,0.8844672657252889,True,5.319795001213358,13.299487503033395,11.703549002669389,14.895426003397402,2.81949135064308,True,1.9302428802939748,FOIA,surveyed,0,low
159,8113,San Miguel County,CO,0.5157105847702425,High,High Probability / Low Impact,0.5147947891084578,High,0.4491605344007412,Moderate,0.7151759853648025,Vulnerable,0.5157967521632063,High,→ Stable,8.6167392963854e-05,Resilient,-11.751655578613281,-12.581655578613281,-10.921655578613281,Medium,industry_sensitivity ↓ (-0.946),industry_sensitivity: -0.946  |  drought_weeks_before: +0.598  |  fire_frequency: -0.524  |  unemployment_rate: -0.356  |  water_vulnerability_score: -0.245  |  gdp_per_capita: +0.165  |  wage_base_m: -0.131  |  private_well_proxy_pct: -0.053,FOIA,Residential Property Managers | Other Accounting Services | Flooring Contractors,743.885,0.8676537933139978,True,75.84925611752384,189.6231402938096,166.86836345855247,212.37791712906673,40.20010574228763,True,6.231479142784978,FOIA,surveyed,1,low
160,48207,Haskell County,TX,0.5152797686035215,High,Low Probability / High Impact,0.41071900716291826,Moderate,0.5481998872938287,High,0.8084085167384556,Critical,0.5153752188559431,High,→ Stable,9.545025242152505e-05,At Risk,-10.673879623413086,-11.503879623413086,-9.843879623413086,Medium,water_vulnerability_score ↓ (-0.958),water_vulnerability_score: -0.958  |  gdp_per_capita: -0.850  |  drought_weeks_before: +0.558  |  wage_base_m: +0.391  |  industry_sensitivity: +0.352  |  fire_frequency: +0.099  |  private_well_proxy_pct: -0.075  |  unemployment_rate: +0.069,FOIA,Hotels (except Casino Hotels) and Motels,490.25,0.1269118125610153,True,6.64112951284583,16.602823782114577,14.610484928260828,18.59516263596832,3.5197986418082903,True,5.998009152583285,FOIA,surveyed,0,low
161,48371,Pecos County,TX,0.5146844553884007,High,Low Probability / High Impact,0.37011621556038726,Moderate,0.6268083790800596,High,0.6962906567227511,Vulnerable,0.5147269067911356,High,→ Stable,4.24514027349554e-05,At Risk,-9.501062393188477,-10.331062393188477,-8.671062393188476,Medium,drought_weeks_before ↑ (+1.433),drought_weeks_before: +1.433  |  gdp_per_capita: -1.117  |  unemployment_rate: +0.408  |  industry_sensitivity: -0.283  |  water_vulnerability_score: +0.216  |  private_well_proxy_pct: +0.172  |  fire_frequency: -0.117  |  wage_base_m: +0.046,FOIA,Hotels (except Casino Hotels) and Motels | Convenience Stores | Drinking Places (Alcoholic Beverages),1326.7175,0.8985332182916307,True,113.26214056517966,283.15535141294913,249.1767092433953,317.133993582503,60.02893449954522,True,3.147044345574521,FOIA,surveyed,0,low
162,6021,Glenn County,CA,0.5133089458233218,High,Low Probability / High Impact,0.40896457029899025,Moderate,0.5874962351947511,High,0.5647649657990327,Vulnerable,0.5132921869387352,High,→ Stable,-1.675888458652075e-05,Resilient,-11.376923561096191,-12.206923561096191,-10.546923561096191,Medium,gdp_per_capita ↓ (-1.171),gdp_per_capita: -1.171  |  unemployment_rate: +0.982  |  drought_weeks_before: -0.220  |  wage_base_m: +0.146  |  industry_sensitivity: -0.118  |  fire_frequency: +0.005,FOIA,Postharvest Crop Activities (except Cotton Ginning) | Solid Waste Collection | Veterinary Services,2910.59,0.052960073428178,True,17.536965662980876,43.84241415745219,38.58132445855793,49.10350385634645,9.294591801379864,True,21.778764779659777,FOIA,surveyed,3,medium
163,49021,Iron County,UT,0.5109040279172073,High,High Probability / Low Impact,0.5670101012926689,High,0.4079243118163215,Moderate,0.6807896011237377,Vulnerable,0.5105680499622681,High,→ Stable,-0.0003359779549392261,At Risk,-10.80970573425293,-11.63970573425293,-9.97970573425293,Medium,unemployment_rate ↓ (-1.692),unemployment_rate: -1.692  |  drought_weeks_before: +1.530  |  gdp_per_capita: -1.057  |  wage_base_m: +0.332  |  fire_frequency: +0.311  |  private_well_proxy_pct: +0.283  |  industry_sensitivity: -0.273  |  water_vulnerability_score: +0.017,FOIA,Computer Systems Design Services | Custom Computer Programming Services | Wood Kitchen Cabinet and Countertop Manufacturing,5608.495,0.9249724163295328,True,560.7754472729041,1401.9386181822601,1233.7059840003892,1570.1712523641313,297.2109870546392,True,18.360962900241404,FOIA,surveyed,0,low
164,32019,Lyon County,NV,0.5092698583076092,High,High Probability / High Impact,0.4486609486153189,Moderate,0.512622622058954,High,0.6894617235738812,Vulnerable,0.5089607205883271,High,→ Stable,-0.0003091377192820932,At Risk,-9.21252727508545,-10.04252727508545,-8.38252727508545,Medium,gdp_per_capita ↓ (-1.284),gdp_per_capita: -1.284  |  drought_weeks_before: +1.090  |  unemployment_rate: +0.687  |  wage_base_m: +0.334  |  water_vulnerability_score: +0.168  |  private_well_proxy_pct: +0.054  |  industry_sensitivity: -0.019  |  fire_frequency: +0.016,FOIA,Hotels (except Casino Hotels) and Motels | Car Washes | Fluid Power Valve and Hose Fitting Manufacturing,5243.82,0.9450432359329536,True,456.53937540519877,1141.3484385129968,1004.3866258914373,1278.3102511345564,241.96586896475537,True,30.345377780817582,FOIA,surveyed,0,low
165,30029,Flathead County,MT,0.5081446461236265,High,High Probability / Low Impact,0.5047590516234315,High,0.4458385500327255,Moderate,0.759508311415503,Critical,0.5076245244209264,High,→ Stable,-0.0005201217027001048,Resilient,-10.390040397644043,-11.220040397644043,-9.560040397644043,Medium,gdp_per_capita ↓ (-0.959),gdp_per_capita: -0.959  |  fire_frequency: +0.575  |  drought_weeks_before: +0.329  |  water_vulnerability_score: -0.284  |  industry_sensitivity: +0.222  |  private_well_proxy_pct: +0.088  |  wage_base_m: -0.056  |  unemployment_rate: -0.045,FOIA,Hotels (except Casino Hotels) and Motels | Child Day Care Services | Lessors of Miniwarehouses and Self-Storage Units,7869.36,0.6576040100250626,True,537.6765582800216,1344.191395700054,1182.8884282160477,1505.4943631840604,284.96857588841146,True,21.35955117359707,FOIA,surveyed,8,high
166,35017,Grant County,NM,0.5060758056220904,High,Low Probability / High Impact,0.41751267214508314,Moderate,0.5416165358372279,High,0.7274126241114053,Vulnerable,0.5060761379901414,High,→ Stable,3.3236805097036637e-07,Resilient,-12.629106521606445,-13.459106521606445,-11.799106521606445,Medium,private_well_proxy_pct ↓ (-1.379),private_well_proxy_pct: -1.379  |  gdp_per_capita: -1.089  |  unemployment_rate: -0.213  |  industry_sensitivity: +0.195  |  drought_weeks_before: +0.143  |  water_vulnerability_score: +0.090  |  fire_frequency: -0.082  |  wage_base_m: -0.034,FOIA,Full-Service Restaurants | Flooring Contractors | Snack and Nonalcoholic Beverage Bars,1907.69,0.8906335710367526,True,214.5751825563782,536.4379563909455,472.06540162403206,600.8105111578589,113.72484675488045,True,7.044822449319109,FOIA,surveyed,15,high
167,53021,Franklin County,WA,0.505837443349443,High,High Probability / Low Impact,0.49140445549333733,Moderate,0.4783592825465033,Moderate,0.5895217281446153,Vulnerable,0.5052607666499117,High,→ Stable,-0.00057667669953132,Resilient,-9.344897270202637,-10.174897270202637,-8.514897270202637,Medium,drought_weeks_before ↑ (+1.270),drought_weeks_before: +1.270  |  gdp_per_capita: -1.039  |  fire_frequency: +0.553  |  unemployment_rate: +0.352  |  wage_base_m: -0.262  |  private_well_proxy_pct: +0.230  |  water_vulnerability_score: -0.149  |  industry_sensitivity: -0.042,FOIA,Painting and Wall Covering Contractors | Offices of Physicians (except Mental Health Specialists) | Commercial and Institutional Building Construction,10845.692500000001,0.0505043712172158,True,51.18713084046201,127.96782710115502,112.61168784901643,143.32396635329363,27.129179345444868,False,78.93404940093235,FOIA,surveyed,2,medium
168,31161,Sheridan County,NE,0.5051571400707978,High,High Probability / Low Impact,0.4450458792428149,Moderate,0.5050958599611279,High,0.7422508084993922,Vulnerable,0.5052600813515532,High,→ Stable,0.00010294128075538644,At Risk,-9.200357437133789,-10.03035743713379,-8.370357437133789,Medium,drought_weeks_before ↑ (+1.696),drought_weeks_before: +1.696  |  unemployment_rate: -1.370  |  private_well_proxy_pct: +0.446  |  fire_frequency: +0.409  |  wage_base_m: -0.211  |  industry_sensitivity: +0.112  |  gdp_per_capita: -0.097  |  water_vulnerability_score: +0.073,FOIA,Bottled Water Manufacturing | Hardware Stores | Residential Remodelers,469.5075,0.5850314931456095,True,25.271235783091633,63.17808945772908,55.5967187228016,70.75946019265656,13.393754965038566,True,2.0715769802923565,FOIA,surveyed,0,low
169,16053,Jerome County,ID,0.5049343541656075,High,High Probability / Low Impact,0.518262733858792,High,0.4670866147704808,Moderate,0.4837995925043352,Moderate,0.5049473249346753,High,→ Stable,1.2970769067810473e-05,Resilient,-9.246196746826172,-10.076196746826172,-8.416196746826172,Medium,drought_weeks_before ↑ (+1.383),drought_weeks_before: +1.383  |  fire_frequency: +0.558  |  industry_sensitivity: -0.498  |  private_well_proxy_pct: +0.334  |  wage_base_m: -0.272  |  gdp_per_capita: -0.255  |  unemployment_rate: -0.253  |  water_vulnerability_score: +0.017,FOIA,"Lessors of Miniwarehouses and Self-Storage Units | General Freight Trucking, Local | Homes for the Elderly",1673.885,0.1556774419418835,True,24.094306728255965,60.23576682063992,53.00747480216313,67.4640588391167,12.769982565975662,True,41.51935509243686,FOIA,surveyed,1,low
170,53065,Stevens County,WA,0.5015444580065894,High,High Probability / Low Impact,0.4744933448832854,Moderate,0.47937602232433263,Moderate,0.6745667891731422,Vulnerable,0.5013058267700946,High,→ Stable,-0.00023863123649481288,Resilient,-11.400983810424805,-12.230983810424805,-10.570983810424805,Medium,gdp_per_capita ↓ (-1.284),gdp_per_capita: -1.284  |  unemployment_rate: +0.525  |  drought_weeks_before: +0.233  |  fire_frequency: -0.219  |  water_vulnerability_score: -0.146  |  wage_base_m: -0.136  |  industry_sensitivity: -0.071  |  private_well_proxy_pct: -0.043,FOIA,"Plumbing, Heating, and Air-Conditioning Contractors | Logging | General Automotive Repair",5320.98,0.679480262566316,True,412.2026708507934,1030.5066771269835,906.8458758717456,1154.1674783822216,218.46741555092052,True,19.197102421659494,FOIA,surveyed,15,high
171,35049,Santa Fe County,NM,0.4999806790362603,Moderate,High Probability / Low Impact,0.5314603896609085,High,0.43502223120447303,Moderate,0.6066594347784808,Vulnerable,0.49930572016014235,Moderate,→ Stable,-0.0006749588761179592,Resilient,-10.358416557312012,-11.188416557312012,-9.528416557312012,Medium,drought_weeks_before ↑ (+1.191),drought_weeks_before: +1.191  |  gdp_per_capita: -0.923  |  water_vulnerability_score: -0.735  |  private_well_proxy_pct: +0.535  |  fire_frequency: -0.286  |  industry_sensitivity: +0.272  |  wage_base_m: -0.179  |  unemployment_rate: +0.025,FOIA,Hotels (except Casino Hotels) and Motels | Veterinary Services | Limited-Service Restaurants,10852.5025,0.9565799914148576,True,1075.3369253958442,2688.3423134896107,2365.7412358708575,3010.943391108364,569.9285704597975,False,81.40642175902177,FOIA,surveyed,1,low
172,40059,Harper County,OK,0.4992475506020822,Moderate,High Probability / Low Impact,0.4467303756485944,Moderate,0.4964023950545987,Moderate,0.748800739929079,Vulnerable,0.4993674506809799,Moderate,→ Stable,0.00011990007889767229,Resilient,-10.632980346679688,-11.462980346679688,-9.802980346679687,Medium,unemployment_rate ↓ (-1.606),unemployment_rate: -1.606  |  drought_weeks_before: +0.907  |  industry_sensitivity: -0.660  |  fire_frequency: +0.606  |  gdp_per_capita: +0.553  |  private_well_proxy_pct: -0.431  |  wage_base_m: +0.378  |  water_vulnerability_score: -0.120,FOIA,Insurance Agencies and Brokerages | Supermarkets and Other Grocery (except Convenience) Stores | General Automotive Repair,208.055,0.7561260210035006,True,16.727358021778656,41.81839505444664,36.80018764791305,46.83660246098023,8.865499751542687,True,3.0949831693921723,FOIA,surveyed,1,low
173,30067,Park County,MT,0.4955329795457313,Moderate,High Probability / Low Impact,0.43073575243194395,Moderate,0.5045729293546354,High,0.7947716885031411,Critical,0.4955696953228099,Moderate,→ Stable,3.671577707864415e-05,At Risk,-10.78750991821289,-11.61750991821289,-9.95750991821289,Medium,gdp_per_capita ↓ (-1.196),gdp_per_capita: -1.196  |  drought_weeks_before: +0.953  |  fire_frequency: +0.692  |  unemployment_rate: -0.435  |  private_well_proxy_pct: -0.208  |  water_vulnerability_score: -0.160  |  industry_sensitivity: -0.102  |  wage_base_m: -0.071,FOIA,Hotels (except Casino Hotels) and Motels | Other Nonscheduled Air Transportation | Limited-Service Restaurants,1243.76,0.8133765961900774,True,109.13133440767845,272.8283360191961,240.0889356968926,305.56773634149965,57.83960723606958,True,6.256603528518858,FOIA,surveyed,0,low
174,30035,Glacier County,MT,0.49477302763684405,Moderate,High Probability / Low Impact,0.470058229519152,Moderate,0.46587676087431806,Moderate,0.7616717710923435,Critical,0.4948416201037338,Moderate,→ Stable,6.859246688972753e-05,At Risk,-12.06423568725586,-12.89423568725586,-11.23423568725586,Medium,gdp_per_capita ↓ (-1.572),gdp_per_capita: -1.572  |  industry_sensitivity: -0.568  |  unemployment_rate: +0.313  |  water_vulnerability_score: -0.302  |  drought_weeks_before: +0.222  |  fire_frequency: +0.183  |  wage_base_m: -0.067  |  private_well_proxy_pct: -0.015,FOIA,"Automotive Body, Paint, and Interior Repair and Maintenance",941.37,0.7416697865967802,True,84.23076681540535,210.57691703851336,185.30768699389176,235.84614708313495,44.642306412164835,True,4.571121789853,FOIA,surveyed,0,low
175,32029,Storey County,NV,0.494711525476203,Moderate,Low Probability / High Impact,0.40282709546704787,Moderate,0.5754977461292494,High,0.5608627014403337,Vulnerable,0.49481526054276903,Moderate,→ Stable,0.00010373506656602416,At Risk,-9.41840648651123,-10.24840648651123,-8.58840648651123,Medium,drought_weeks_before ↑ (+1.530),drought_weeks_before: +1.530  |  gdp_per_capita: -1.224  |  unemployment_rate: +0.273  |  wage_base_m: +0.128  |  fire_frequency: +0.121  |  private_well_proxy_pct: +0.102  |  water_vulnerability_score: -0.096  |  industry_sensitivity: +0.007,FOIA,RV (Recreational Vehicle) Parks and Campgrounds | Hotels (except Casino Hotels) and Motels,349.175,0.941620533467539,True,30.96681163009292,77.4170290752323,68.12698558620443,86.70707256426017,16.41241016394925,True,15.682335102350265,FOIA,surveyed,0,low
176,8021,Conejos County,CO,0.49383997842481037,Moderate,High Probability / Low Impact,0.495983835469463,Moderate,0.4404212653533034,Moderate,0.7638995935123236,Critical,0.49392442673281817,Moderate,→ Stable,8.444830800780068e-05,Resilient,-10.63941764831543,-11.46941764831543,-9.80941764831543,Medium,drought_weeks_before ↑ (+0.513),drought_weeks_before: +0.513  |  water_vulnerability_score: -0.367  |  industry_sensitivity: -0.251  |  gdp_per_capita: -0.241  |  private_well_proxy_pct: -0.227  |  wage_base_m: +0.142  |  fire_frequency: +0.142  |  unemployment_rate: -0.091,FOIA,"All Other Miscellaneous Waste Management Services | General Freight Trucking, Long Distance, Truckload | General Freight Trucking, Local",709.8675000000001,0.3701850925462731,True,27.95851344434472,69.8962836108618,61.50872957755839,78.28383764416522,14.818012125502703,True,5.834889407407637,FOIA,surveyed,2,medium
177,6015,Del Norte County,CA,0.49274242414996106,Moderate,High Probability / High Impact,0.4409499094771263,Moderate,0.5112309811235265,High,0.6438955858357605,Vulnerable,0.49274322114678976,Moderate,→ Stable,7.969968287002693e-07,Resilient,-11.911809921264648,-12.741809921264649,-11.081809921264648,Medium,gdp_per_capita ↓ (-1.170),gdp_per_capita: -1.170  |  unemployment_rate: +0.969  |  industry_sensitivity: -0.583  |  wage_base_m: +0.286  |  drought_weeks_before: -0.210  |  fire_frequency: -0.202,FOIA,Hotels (except Casino Hotels) and Motels | Full-Service Restaurants,2744.6175,0.9617673579801624,True,314.43408362083477,786.085209052087,691.7549839658366,880.4154341383373,166.65006431904243,True,27.085615015672797,FOIA,surveyed,10,high
178,30027,Fergus County,MT,0.49218459620785276,Moderate,Low Probability / Low Impact,0.42175780064227664,Moderate,0.5064146719982072,High,0.8338401678380947,Critical,0.4922553708106484,Moderate,→ Stable,7.07746027956424e-05,Resilient,-11.679129600524902,-12.509129600524902,-10.849129600524902,Medium,drought_weeks_before ↑ (+1.503),drought_weeks_before: +1.503  |  gdp_per_capita: -1.282  |  fire_frequency: -0.571  |  wage_base_m: -0.560  |  water_vulnerability_score: -0.282  |  unemployment_rate: -0.276  |  private_well_proxy_pct: +0.139  |  industry_sensitivity: -0.092,FOIA,Limited-Service Restaurants | Other Personal Care Services | Snack and Nonalcoholic Beverage Bars,819.3175,0.6166638948943954,True,59.00804558140803,147.52011395352008,129.81770027909766,165.22252762794247,31.274264158146256,True,2.673961803771966,FOIA,surveyed,4,medium
179,16033,Clark County,ID,0.4917497431787291,Moderate,High Probability / Low Impact,0.5242497565506785,High,0.42130227891290106,Moderate,0.7089742296380855,Vulnerable,0.4918774551109552,Moderate,→ Stable,0.00012771193222610444,Resilient,-12.727408409118652,-13.557408409118652,-11.897408409118652,Medium,private_well_proxy_pct ↓ (-1.648),private_well_proxy_pct: -1.648  |  unemployment_rate: -0.566  |  drought_weeks_before: +0.461  |  fire_frequency: -0.393  |  gdp_per_capita: -0.294  |  water_vulnerability_score: -0.223  |  wage_base_m: +0.193  |  industry_sensitivity: +0.003,BEA_CAGDP2,Government and government enterprises (17%); Government and government enterprises (17%); Wholesale trade (14%),52.38,0.6314699792960663,True,4.2097681988248175,10.524420497062044,9.2614900374146,11.787350956709489,2.231177145377153,True,0.4526003249874514,BEA_CAGDP2,surveyed,1,low
180,48429,Stephens County,TX,0.4875833106066044,Moderate,Low Probability / High Impact,0.40019967405847634,Moderate,0.5451819525916917,High,0.7222947371686771,Vulnerable,0.4876482941660009,Moderate,→ Stable,6.498355939649203e-05,At Risk,-9.917680740356445,-10.747680740356445,-9.087680740356445,Medium,gdp_per_capita ↓ (-1.011),gdp_per_capita: -1.011  |  drought_weeks_before: +0.535  |  fire_frequency: +0.504  |  unemployment_rate: +0.200  |  water_vulnerability_score: +0.176  |  wage_base_m: -0.080  |  private_well_proxy_pct: +0.017  |  industry_sensitivity: +0.001,FOIA,Hotels (except Casino Hotels) and Motels | Pharmacies and Drug Stores | Limited-Service Restaurants,844.78,0.75354533734422,True,63.13397504036308,157.83493760090772,138.8947450887988,176.77513011301662,33.461006771392434,True,10.34457763339991,FOIA,surveyed,0,low
181,48483,Wheeler County,TX,0.48734141658175667,Moderate,Low Probability / High Impact,0.35322312687217616,Moderate,0.6336527725838437,High,0.6303799348738923,Vulnerable,0.48744389733055044,Moderate,→ Stable,0.00010248074879376512,At Risk,-9.791620254516602,-10.621620254516602,-8.961620254516601,Medium,drought_weeks_before ↑ (+1.117),drought_weeks_before: +1.117  |  gdp_per_capita: -1.080  |  fire_frequency: +0.450  |  wage_base_m: -0.205  |  water_vulnerability_score: -0.187  |  unemployment_rate: +0.187  |  private_well_proxy_pct: +0.181  |  industry_sensitivity: +0.003,FOIA,Hotels (except Casino Hotels) and Motels,434.855,0.7421093148575828,True,31.598532446880796,78.99633111720199,69.51677138313775,88.47589085126623,16.747222196846824,True,5.352239886368234,FOIA,surveyed,0,low
182,30071,Phillips County,MT,0.4837452416492206,Moderate,High Probability / Low Impact,0.45167188065899183,Moderate,0.46423539324541896,Moderate,0.8380762008934314,Critical,0.4838558180112238,Moderate,→ Stable,0.00011057636200317855,Resilient,-10.887818336486816,-11.717818336486816,-10.057818336486816,Medium,gdp_per_capita ↓ (-1.339),gdp_per_capita: -1.339  |  private_well_proxy_pct: +0.301  |  unemployment_rate: +0.268  |  wage_base_m: +0.210  |  fire_frequency: -0.164  |  industry_sensitivity: +0.078  |  drought_weeks_before: +0.037  |  water_vulnerability_score: -0.020,FOIA,Ready-Mix Concrete Manufacturing,294.545,0.6922386720502467,True,22.199765066457363,55.499412666143414,48.839483146206206,62.159342186080615,11.765875485222404,True,0.8212944384721722,FOIA,surveyed,2,medium
183,32033,White Pine County,NV,0.48373868356399663,Moderate,High Probability / Low Impact,0.4735384057996338,Moderate,0.4514027741283958,Moderate,0.7675914042788021,Critical,0.48382351489663344,Moderate,→ Stable,8.483133263681442e-05,Resilient,-11.0022611618042,-11.8322611618042,-10.1722611618042,Medium,gdp_per_capita ↓ (-1.053),gdp_per_capita: -1.053  |  industry_sensitivity: +0.692  |  fire_frequency: -0.348  |  drought_weeks_before: +0.215  |  water_vulnerability_score: -0.142  |  unemployment_rate: -0.082  |  wage_base_m: -0.052  |  private_well_proxy_pct: +0.027,FOIA,Offices of Lawyers,710.9925000000001,0.9192651679961324,True,71.90974913712046,179.77437284280114,158.20144810166502,201.34729758393726,38.112167042673846,True,0.9951989863463965,FOIA,surveyed,1,low
184,56029,Park County,WY,0.48312645696568146,Moderate,High Probability / Low Impact,0.4498811979028982,Moderate,0.4889672209208772,Moderate,0.6606326253164165,Vulnerable,0.4830635187971112,Moderate,→ Stable,-6.293816857028123e-05,Resilient,-9.539034843444824,-10.369034843444824,-8.709034843444824,Medium,drought_weeks_before ↑ (+2.205),drought_weeks_before: +2.205  |  gdp_per_capita: -1.575  |  wage_base_m: +0.479  |  water_vulnerability_score: -0.326  |  industry_sensitivity: -0.213  |  private_well_proxy_pct: +0.210  |  unemployment_rate: -0.132  |  fire_frequency: +0.075,FOIA,RV (Recreational Vehicle) Parks and Campgrounds | All Other Specialty Trade Contractors | Breweries,2712.975,0.5407973559181988,True,139.95382953192603,349.88457382981505,307.8984249702373,391.8707226893929,74.1755296519208,True,4.346077317046352,FOIA,surveyed,2,medium
185,8015,Chaffee County,CO,0.4816272298337641,Moderate,High Probability / Low Impact,0.520946820549475,High,0.41996553689233,Moderate,0.6689124445334967,Vulnerable,0.4816156270137544,Moderate,→ Stable,-1.1602820009726234e-05,Resilient,-8.92431926727295,-9.75431926727295,-8.09431926727295,Medium,drought_weeks_before ↑ (+1.478),drought_weeks_before: +1.478  |  industry_sensitivity: -0.372  |  unemployment_rate: -0.235  |  fire_frequency: +0.232  |  gdp_per_capita: +0.215  |  private_well_proxy_pct: +0.178  |  water_vulnerability_score: -0.144  |  wage_base_m: -0.018,FOIA,Title Abstract and Settlement Offices | Hotels (except Casino Hotels) and Motels | Insurance Agencies and Brokerages,1947.2549999999999,0.9254647010347038,True,160.82656456058857,402.06641140147144,353.8184420332949,450.3143807696479,85.23807921711195,True,19.652696643405225,FOIA,surveyed,2,medium
186,30019,Daniels County,MT,0.48130735928481966,Moderate,High Probability / Low Impact,0.4430615461892281,Moderate,0.4648344166419372,Moderate,0.8860771316305915,Critical,0.48143099884338475,Moderate,→ Stable,0.0001236395585650918,At Risk,-9.800085067749023,-10.630085067749024,-8.970085067749023,Medium,drought_weeks_before ↑ (+1.791),drought_weeks_before: +1.791  |  unemployment_rate: -1.708  |  private_well_proxy_pct: +0.644  |  water_vulnerability_score: -0.593  |  wage_base_m: +0.325  |  gdp_per_capita: -0.225  |  industry_sensitivity: +0.143  |  fire_frequency: +0.080,FOIA,Automotive Parts and Accessories Stores,112.72,0.5848513902205177,True,6.460652053598932,16.15163013399733,14.213434517917651,18.089825750077008,3.424145588407434,True,1.156863707432674,FOIA,surveyed,0,low
187,30043,Jefferson County,MT,0.47748614581773996,Moderate,High Probability / Low Impact,0.47842682663014596,Moderate,0.4422424144121653,Moderate,0.7575439723961953,Critical,0.47754299002764655,Moderate,→ Stable,5.684420990659245e-05,Resilient,-11.554412841796875,-12.384412841796875,-10.724412841796875,Medium,gdp_per_capita ↓ (-1.435),gdp_per_capita: -1.435  |  drought_weeks_before: +0.832  |  unemployment_rate: -0.312  |  private_well_proxy_pct: -0.288  |  industry_sensitivity: +0.148  |  fire_frequency: -0.148  |  wage_base_m: -0.089  |  water_vulnerability_score: -0.003,FOIA,"Plumbing, Heating, and Air-Conditioning Contractors | Highway, Street, and Bridge Construction | Supermarkets and Other Grocery (except Convenience) Stores",907.3275,0.7506976744186047,True,78.70041553298951,196.7510388324738,173.14091417257694,220.36116349237062,41.71122023248444,True,7.561389670590834,FOIA,surveyed,5,high
188,4009,Graham County,AZ,0.47589297302668143,Moderate,Low Probability / High Impact,0.4043808727261874,Moderate,0.5312347861933898,High,0.6911402702988514,Vulnerable,0.47581547211611286,Moderate,→ Stable,-7.750091056857311e-05,Resilient,-10.639243125915527,-11.469243125915527,-9.809243125915527,Medium,gdp_per_capita ↓ (-0.447),gdp_per_capita: -0.447  |  fire_frequency: -0.291  |  unemployment_rate: +0.230  |  drought_weeks_before: +0.116  |  water_vulnerability_score: +0.108  |  wage_base_m: -0.104  |  private_well_proxy_pct: +0.007  |  industry_sensitivity: +0.000,FOIA,Fitness and Recreational Sports Centers | Hotels (except Casino Hotels) and Motels | Funeral Homes and Funeral Services,3018.0475,0.9213368359603036,True,295.8388728521928,739.597182130482,650.8455202748243,828.3488439861399,156.7946026116622,True,8.414546730689716,FOIA,surveyed,20,high
