final_rank,fips,county_name,state,final_risk_score,final_risk_tier,risk_quadrant,probability_score,probability_tier,impact_score,impact_tier,infrastructure_vulnerability_score,infrastructure_tier,predicted_risk_score,predicted_risk_tier,risk_direction,risk_change,trajectory,predicted_gdp_impact_pct,prediction_ci_low,prediction_ci_high,confidence_flag,top_shap_driver,shap_breakdown,industry_source,top_industries,total_gdp_m,wui_housing_fraction,wui_data_available,predicted_gdp_loss_m,estimated_loss_m,total_loss_low_m,total_loss_high_m,estimated_wage_loss_m,is_rural,population_density,rural_industry_source,rural_gdp_data_quality,rural_training_coverage,rural_prediction_confidence
189,56023,Lincoln County,WY,0.4758602686006418,Moderate,High Probability / Low Impact,0.4441860094798455,Moderate,0.48912237352215127,Moderate,0.6510473463663673,Vulnerable,0.4758510471934263,Moderate,→ Stable,-9.221407215487254e-06,Resilient,-11.446852684020996,-12.276852684020996,-10.616852684020996,Medium,gdp_per_capita ↓ (-1.592),gdp_per_capita: -1.592  |  drought_weeks_before: +1.420  |  unemployment_rate: -0.377  |  industry_sensitivity: -0.323  |  water_vulnerability_score: -0.234  |  fire_frequency: +0.207  |  private_well_proxy_pct: -0.199  |  wage_base_m: -0.090,FOIA,Hotels (except Casino Hotels) and Motels | Pharmacies and Drug Stores | General Automotive Repair,1840.4424999999999,0.851406892190958,True,179.36822428790438,448.42056071976094,394.6100934333897,502.23102800613225,95.06515887258932,True,4.957234211551095,FOIA,surveyed,2,medium
190,30059,Meagher County,MT,0.4745762330927135,Moderate,Low Probability / Low Impact,0.418936679636331,Moderate,0.4881552742537233,Moderate,0.859800301019319,Critical,0.47469597051693746,Moderate,→ Stable,0.0001197374242239424,At Risk,-9.275809288024902,-10.105809288024902,-8.445809288024902,Medium,drought_weeks_before ↑ (+2.060),drought_weeks_before: +2.060  |  unemployment_rate: -1.373  |  private_well_proxy_pct: +0.433  |  gdp_per_capita: -0.322  |  wage_base_m: +0.280  |  industry_sensitivity: -0.134  |  water_vulnerability_score: +0.026  |  fire_frequency: +0.013,FOIA,Meat Processed from Carcasses | Drinking Places (Alcoholic Beverages),142.60500000000002,0.6146449704142012,True,8.130380969704996,20.32595242426249,17.88683813335099,22.765066715173987,4.309101913943648,True,0.8275540289012605,FOIA,surveyed,0,low
191,40049,Garvin County,OK,0.4735450303664653,Moderate,Low Probability / High Impact,0.3846936302572473,Moderate,0.5667969972944749,High,0.6214630416437713,Vulnerable,0.47357564711922245,Moderate,→ Stable,3.061675275717324e-05,At Risk,-9.994168281555176,-10.824168281555176,-9.164168281555176,Medium,drought_weeks_before ↑ (+0.733),drought_weeks_before: +0.733  |  fire_frequency: +0.686  |  gdp_per_capita: -0.540  |  unemployment_rate: -0.429  |  water_vulnerability_score: -0.163  |  private_well_proxy_pct: -0.071  |  industry_sensitivity: +0.069  |  wage_base_m: -0.021,FOIA,Hotels (except Casino Hotels) and Motels | General Medical and Surgical Hospitals | Car Washes,1681.8475,0.5771528123444499,True,97.0116939555474,242.52923488886847,213.4257267022043,271.6327430755327,51.41619779644012,True,32.11638793484968,FOIA,surveyed,0,low
192,8097,Pitkin County,CO,0.4735386210064926,Moderate,High Probability / Low Impact,0.47036593419927214,Moderate,0.4549046961947725,Moderate,0.6876071091199601,Vulnerable,0.47358046273101306,Moderate,→ Stable,4.184172452048607e-05,At Risk,-6.970983028411865,-7.800983028411865,-6.140983028411865,Medium,drought_weeks_before ↑ (+1.496),drought_weeks_before: +1.496  |  fire_frequency: +0.713  |  wage_base_m: +0.521  |  private_well_proxy_pct: +0.494  |  industry_sensitivity: -0.391  |  unemployment_rate: +0.223  |  gdp_per_capita: +0.179  |  water_vulnerability_score: +0.052,FOIA,"Fabricated Structural Metal Manufacturing | Construction, Mining, and Forestry Machinery and Equipment Rental and  | Advertising Agencies",1576.9850000000001,0.9430728576821442,True,103.67327872194151,259.18319680485376,228.08121318827136,290.2851804214362,54.946837722629006,True,17.646422533818345,FOIA,surveyed,0,low
193,16013,Blaine County,ID,0.4684713816199846,Moderate,High Probability / Low Impact,0.46631747240702276,Moderate,0.44729166533389964,Moderate,0.7403333068302299,Vulnerable,0.4684898402680563,Moderate,→ Stable,1.8458648071706385e-05,Resilient,-11.481480598449707,-12.311480598449707,-10.651480598449707,Medium,unemployment_rate ↓ (-1.928),unemployment_rate: -1.928  |  drought_weeks_before: +1.303  |  gdp_per_capita: -0.474  |  private_well_proxy_pct: -0.341  |  fire_frequency: +0.127  |  wage_base_m: +0.113  |  water_vulnerability_score: -0.051  |  industry_sensitivity: +0.029,FOIA,New Single-Family Housing Construction (except Operative Builders) | Hotels (except Casino Hotels) and Motels | Interior Design Services,1648.0775,0.9234257579683856,True,174.73403712975693,436.8350928243923,384.4148816854653,489.25530396331936,92.60903967877118,True,9.384480187190691,FOIA,surveyed,2,medium
194,6027,Inyo County,CA,0.468136661626924,Moderate,High Probability / Low Impact,0.5099617218438167,High,0.4332343804219004,Moderate,0.5367612931682416,Vulnerable,0.46816988295823103,Moderate,→ Stable,3.322133130700955e-05,Resilient,-13.74372386932373,-14.57372386932373,-12.91372386932373,Medium,drought_weeks_before ↓ (-0.931),drought_weeks_before: -0.931  |  gdp_per_capita: -0.865  |  unemployment_rate: -0.829  |  fire_frequency: -0.292  |  wage_base_m: +0.245  |  industry_sensitivity: -0.071,FOIA,Hotels (except Casino Hotels) and Motels | Gasoline Stations with Convenience Stores | Insurance Agencies and Brokerages,1914.755,0.881402471221882,True,231.94867559653449,579.8716889913362,510.2870863123759,649.4562916702965,122.93279806616329,True,1.8482610183263917,FOIA,surveyed,3,medium
195,16039,Elmore County,ID,0.4672793778266283,Moderate,High Probability / Low Impact,0.44647544744895407,Moderate,0.4735557077517556,Moderate,0.6827940328083383,Vulnerable,0.4672789037308835,Moderate,→ Stable,-4.740957448290395e-07,Resilient,-10.28423023223877,-11.11423023223877,-9.45423023223877,Medium,drought_weeks_before ↑ (+0.534),drought_weeks_before: +0.534  |  water_vulnerability_score: -0.140  |  private_well_proxy_pct: -0.123  |  fire_frequency: -0.122  |  unemployment_rate: -0.111  |  wage_base_m: -0.110  |  gdp_per_capita: +0.063  |  industry_sensitivity: -0.016,FOIA,Site Preparation Contractors | Limited-Service Restaurants | Breweries,1944.4325,0.9138517719312806,True,182.7428611652712,456.85715291317797,402.03429456359663,511.6800112627593,96.85371641759373,True,9.466293386283734,FOIA,surveyed,10,high
196,6051,Mono County,CA,0.4672362561755032,Moderate,Low Probability / High Impact,0.40609856413712797,Moderate,0.5241893760350933,High,0.6584974538559117,Vulnerable,0.4672930675831994,Moderate,→ Stable,5.681140769620008e-05,Resilient,-11.753703117370605,-12.583703117370606,-10.923703117370605,Medium,drought_weeks_before ↓ (-0.714),drought_weeks_before: -0.714  |  wage_base_m: +0.605  |  unemployment_rate: -0.601  |  gdp_per_capita: -0.540  |  industry_sensitivity: +0.524  |  fire_frequency: -0.026,FOIA,Hotels (except Casino Hotels) and Motels | Bed-and-Breakfast Inns | Solid Waste Collection,1364.2125,0.9685775259400986,True,155.3070352297787,388.26758807444673,341.6754775055132,434.85969864338034,82.31272867178272,True,4.325882349854243,FOIA,surveyed,23,high
197,40129,Roger Mills County,OK,0.4666071814264492,Moderate,Low Probability / High Impact,0.397264091486747,Moderate,0.5222839337289187,High,0.7449351996075982,Vulnerable,0.4667269155012491,Moderate,→ Stable,0.00011973407479992648,Resilient,-11.463029861450195,-12.293029861450195,-10.633029861450195,Medium,unemployment_rate ↓ (-1.820),unemployment_rate: -1.820  |  drought_weeks_before: +1.331  |  gdp_per_capita: -0.499  |  fire_frequency: -0.431  |  industry_sensitivity: -0.420  |  private_well_proxy_pct: +0.257  |  wage_base_m: +0.256  |  water_vulnerability_score: +0.122,FOIA,"General Freight Trucking, Long-Distance, Less Than Truckload | General Freight Trucking, Long Distance, Truckload",216.23,0.4535637149028078,True,11.242261314420926,28.105653286052316,24.732974891726037,31.47833168037859,5.958398496643091,True,2.967045967392114,FOIA,surveyed,1,low
198,56019,Johnson County,WY,0.4665629779694126,Moderate,Low Probability / Low Impact,0.4184909368302439,Moderate,0.507892540699175,High,0.6587859229861865,Vulnerable,0.46663858886367565,Moderate,→ Stable,7.561089426305623e-05,Resilient,-11.715126991271973,-12.545126991271973,-10.885126991271973,Medium,gdp_per_capita ↓ (-1.617),gdp_per_capita: -1.617  |  drought_weeks_before: +1.398  |  unemployment_rate: -0.322  |  water_vulnerability_score: -0.311  |  industry_sensitivity: -0.270  |  wage_base_m: -0.186  |  private_well_proxy_pct: -0.110  |  fire_frequency: -0.037,FOIA,Roofing Contractors | Hotels (except Casino Hotels) and Motels | Administrative Management and General Management Consulting Services,773.8625,0.7270552414093084,True,65.91408267305299,164.78520668263246,145.0109818807166,184.55943148454836,34.934463816718086,True,2.073925075442593,FOIA,surveyed,1,low
199,8077,Mesa County,CO,0.46633117506727895,Moderate,High Probability / Low Impact,0.4587947371576484,Moderate,0.4581000879410404,Moderate,0.696742174409912,Vulnerable,0.465435965763231,Moderate,→ Stable,-0.0008952093040479614,Resilient,-10.377735137939453,-11.207735137939453,-9.547735137939453,Medium,drought_weeks_before ↑ (+1.229),drought_weeks_before: +1.229  |  gdp_per_capita: -0.908  |  wage_base_m: -0.519  |  private_well_proxy_pct: +0.436  |  water_vulnerability_score: -0.408  |  fire_frequency: +0.304  |  industry_sensitivity: -0.138  |  unemployment_rate: -0.114,FOIA,Hotels (except Casino Hotels) and Motels | Offices of Dentists | Full-Service Restaurants,15089.5475,0.5596748112213865,True,876.4246024833626,2191.0615062084066,1928.1341254633978,2453.988886953415,464.5050393161822,True,47.312406176426315,FOIA,surveyed,8,high
200,6011,Colusa County,CA,0.4658775423662296,Moderate,Low Probability / High Impact,0.41185998686376757,Moderate,0.5391506852506774,High,0.5033255715043221,Vulnerable,0.4658775423662296,Moderate,→ Stable,0.0,Resilient,-6.784977912902832,-7.614977912902832,-5.954977912902832,Medium,unemployment_rate ↑ (+3.106),unemployment_rate: +3.106  |  wage_base_m: +0.605  |  fire_frequency: +0.390  |  industry_sensitivity: +0.222  |  gdp_per_capita: -0.218  |  drought_weeks_before: +0.112,FOIA,Hotels (except Casino Hotels) and Motels | Supermarkets and Other Grocery (except Convenience) Stores | Commercial and Industrial Machinery and Equipment (except Automotive a,2283.13,0.0556858871465613,True,8.626293328375002,21.565733320937504,18.977845322425008,24.153621319450004,4.571935464038751,True,19.063700649790253,FOIA,surveyed,6,high
201,31031,Cherry County,NE,0.46502330009028175,Moderate,High Probability / Low Impact,0.4312486417839121,Moderate,0.47822428489230145,Moderate,0.7544875774442834,Critical,0.46511855264364277,Moderate,→ Stable,9.525255336101379e-05,At Risk,-9.055419921875,-9.885419921875,-8.225419921875,Medium,drought_weeks_before ↑ (+1.512),drought_weeks_before: +1.512  |  unemployment_rate: -1.462  |  private_well_proxy_pct: +0.689  |  gdp_per_capita: +0.211  |  fire_frequency: +0.172  |  industry_sensitivity: +0.080  |  wage_base_m: +0.004  |  water_vulnerability_score: -0.002,FOIA,General Warehousing and Storage | Veterinary Services,526.0925,0.6065793890567305,True,28.897372369872393,72.24343092468098,63.57421921371927,80.9126426356427,15.31560735603237,True,0.9191122496455176,FOIA,surveyed,0,low
202,19041,Clay County,IA,0.46263714826737357,Moderate,High Probability / Low Impact,0.4916687865673798,Moderate,0.4333080246337066,Moderate,0.6210968754309373,Vulnerable,0.4626917422733275,Moderate,→ Stable,5.459400595392294e-05,At Risk,-7.707846164703369,-8.53784616470337,-6.877846164703369,Medium,drought_weeks_before ↑ (+1.774),drought_weeks_before: +1.774  |  water_vulnerability_score: +0.491  |  private_well_proxy_pct: +0.453  |  fire_frequency: +0.393  |  unemployment_rate: -0.302  |  industry_sensitivity: -0.285  |  wage_base_m: +0.071  |  gdp_per_capita: -0.043,FOIA,"Offices of Real Estate Agents and Brokers | General Freight Trucking, Long Distance, Truckload | Other Clothing Stores",1365.12,0.0072758663213713,True,0.765576473579024,1.9139411839475602,1.684268241873853,2.143614126021267,0.4057555309968828,True,28.986774510875506,FOIA,surveyed,0,low
203,32031,Washoe County,NV,0.4622666994042544,Moderate,High Probability / Low Impact,0.4753831053867482,Moderate,0.4321027090045114,Moderate,0.7474010689642469,Vulnerable,0.4590597528824266,Moderate,→ Stable,-0.0032069465218277915,Resilient,-10.703388214111328,-11.533388214111328,-9.873388214111328,Medium,gdp_per_capita ↓ (-1.121),gdp_per_capita: -1.121  |  drought_weeks_before: +0.473  |  industry_sensitivity: +0.307  |  private_well_proxy_pct: +0.247  |  water_vulnerability_score: -0.201  |  wage_base_m: -0.191  |  unemployment_rate: +0.126  |  fire_frequency: -0.085,FOIA,Commercial Gravure Printing | Full-Service Restaurants | Limited-Service Restaurants,41858.3025,0.716305758919738,True,3209.2336157742234,8023.084039435558,7060.313954703292,8985.854124167825,1700.8938163603384,False,78.06403357635064,FOIA,surveyed,9,high
204,30105,Valley County,MT,0.4615159476109333,Moderate,High Probability / Low Impact,0.4403887521859045,Moderate,0.4492457373743274,Moderate,0.8792721616387227,Critical,0.46161226672055333,Moderate,→ Stable,9.631910962004664e-05,Resilient,-10.47507095336914,-11.30507095336914,-9.64507095336914,Medium,drought_weeks_before ↑ (+1.738),drought_weeks_before: +1.738  |  unemployment_rate: -1.453  |  private_well_proxy_pct: +0.728  |  water_vulnerability_score: -0.626  |  fire_frequency: -0.349  |  gdp_per_capita: -0.309  |  industry_sensitivity: +0.036  |  wage_base_m: +0.018,FOIA,RV (Recreational Vehicle) Parks and Campgrounds | Boat Dealers | Offices of Chiropractors,518.26,0.2735871364388744,True,14.852526566666127,37.131316416665314,32.675558446665484,41.58707438666515,7.871839080333047,True,1.532323139025378,FOIA,surveyed,2,medium
205,40137,Stephens County,OK,0.4595947408498092,Moderate,Low Probability / High Impact,0.3949582690464226,Moderate,0.536397396060438,High,0.6176274657659752,Vulnerable,0.4595455139221451,Moderate,→ Stable,-4.922692766412551e-05,At Risk,-10.574804306030273,-11.404804306030274,-9.744804306030273,Medium,drought_weeks_before ↑ (+1.160),drought_weeks_before: +1.160  |  water_vulnerability_score: -0.944  |  fire_frequency: -0.764  |  wage_base_m: +0.350  |  unemployment_rate: -0.149  |  gdp_per_capita: +0.138  |  private_well_proxy_pct: -0.079  |  industry_sensitivity: -0.028,FOIA,Limited-Service Restaurants | Gasoline Stations with Convenience Stores | Insurance Agencies and Brokerages,2859.2475,0.8641373880523571,True,261.2804318039,653.20107950975,574.81694996858,731.58520905092,138.47862885606702,True,49.76465504957413,FOIA,surveyed,0,low
206,48445,Terry County,TX,0.45825626006398784,Moderate,Low Probability / High Impact,0.33949689317125564,Moderate,0.6030640659309143,High,0.7279327401159009,Vulnerable,0.4583163806472496,Moderate,→ Stable,6.0120583261769056e-05,At Risk,-12.352648735046387,-13.182648735046387,-11.522648735046387,Medium,gdp_per_capita ↓ (-1.269),gdp_per_capita: -1.269  |  drought_weeks_before: +1.061  |  water_vulnerability_score: -1.031  |  fire_frequency: -0.979  |  private_well_proxy_pct: +0.353  |  industry_sensitivity: -0.303  |  unemployment_rate: +0.104  |  wage_base_m: -0.028,FOIA,Limited-Service Restaurants | Farm Management Services,1044.2024999999999,0.007099603257465,True,0.9157541605465562,2.2893854013663906,2.014659153202424,2.564111649530357,0.48534970508967484,True,13.13403483823498,FOIA,surveyed,0,low
207,16029,Caribou County,ID,0.45801455302089045,Moderate,Low Probability / High Impact,0.38027666419984085,Moderate,0.5340508478451339,High,0.755177047822234,Critical,0.4581140430938933,Moderate,→ Stable,9.949007300286139e-05,At Risk,-11.013396263122559,-11.843396263122559,-10.183396263122559,Medium,drought_weeks_before ↑ (+0.571),drought_weeks_before: +0.571  |  gdp_per_capita: -0.552  |  unemployment_rate: -0.528  |  wage_base_m: -0.353  |  water_vulnerability_score: -0.320  |  fire_frequency: +0.261  |  private_well_proxy_pct: +0.174  |  industry_sensitivity: -0.008,FOIA,"Full-Service Restaurants | General Freight Trucking, Local | Snack and Nonalcoholic Beverage Bars",473.37,0.6248391248391248,True,32.57543409775528,81.4385852443882,71.66595501506161,91.21121547371477,17.2649800718103,True,4.036064060981955,FOIA,surveyed,0,low
208,6035,Lassen County,CA,0.4579708117369261,Moderate,High Probability / Low Impact,0.5073491110981145,High,0.4016881957664717,Moderate,0.7422648760811572,Vulnerable,0.4580028460157531,Moderate,→ Stable,3.2034278826975626e-05,Resilient,-14.589754104614258,-15.419754104614258,-13.759754104614258,Medium,gdp_per_capita ↓ (-1.235),gdp_per_capita: -1.235  |  drought_weeks_before: -0.909  |  fire_frequency: -0.624  |  unemployment_rate: -0.582  |  industry_sensitivity: -0.433  |  wage_base_m: +0.196,FOIA,Gasoline Stations with Convenience Stores | Funeral Homes and Funeral Services | Lessors of Miniwarehouses and Self-Storage Units,2979.41,0.8536345776031434,True,371.06521327666206,927.6630331916551,816.3434692086566,1038.9825971746536,196.6645630366309,True,6.877881977879358,FOIA,surveyed,11,high
209,49049,Utah County,UT,0.4577745015067165,Moderate,High Probability / Low Impact,0.5875032389245918,High,0.3802678792567371,Moderate,0.42487504223664074,Moderate,0.4529050046523812,Moderate,→ Stable,-0.004869496854335298,At Risk,-11.155584335327148,-11.985584335327149,-10.325584335327148,Medium,unemployment_rate ↓ (-1.644),unemployment_rate: -1.644  |  drought_weeks_before: +1.562  |  gdp_per_capita: -1.082  |  water_vulnerability_score: +0.322  |  private_well_proxy_pct: +0.237  |  wage_base_m: -0.191  |  fire_frequency: -0.115  |  industry_sensitivity: +0.015,FOIA,Limited-Service Restaurants | Cookie and Cracker Manufacturing | Other Computer Related Services,63087.5125,0.5075660798670614,True,3572.1387415743116,8930.346853935778,7858.705231463486,10001.988476408073,1893.2335330343851,False,343.15117288446766,FOIA,surveyed,0,low
